Country,Years,Homicide,Burglary,Rape,Theft,Education,GDP,Unemployment,Migration
Tuvalu,2009,-0.1,-0.1,-0.1,-0.1,-0.1,0.6648635404273305,-0.1,-0.1
Uganda,2009,0.5366756461815503,0.44927321537452014,0.15442266280111014,0.5347730113400408,-0.1,0.5358864763509825,0.39999999999999997,-0.1
Ukraine,2009,0.3751201787385539,-0.1,0.15442266280111014,0.71441287030584,-0.1,0.661423215668842,0.6339850002884624,-0.1
"United Arab Emirates",2009,-0.1,-0.1,-0.1,-0.1,-0.1,0.8727202355895185,0.39999999999999997,-0.1
"United Kingdom (England and Wales)",2009,-0.1,0.9096602950770417,0.7342623894038022,0.9471802593210229,-0.1,-0.1,-0.1,-0.1
"United Kingdom (Northern Ireland)",2009,-0.1,0.8668507081022347,0.7080221182045977,0.8724293112012836,-0.1,-0.1,-0.1,-0.1
"United Kingdom (Scotland)",2009,-0.1,0.8081557439029305,0.6311968960464687,0.9147379238986,-0.1,-0.1,-0.1,-0.1
"United Kingdom of Great Britain and Northern Ireland",2009,0,-0.1,-0.1,-0.1,-0.1,0.8848941146255136,0.6,-0.1
"United Republic of Tanzania",2009,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,0.19999999999999998,-0.1
"United Republic of Tanzania: Mainland",2009,-0.1,-0.1,-0.1,-0.1,-0.1,0.5453599168046335,-0.1,-0.1
"United Republic of Tanzania: Zanzibar",2009,-0.1,-0.1,-0.1,-0.1,-0.1,0.5338852573887131,-0.1,-0.1
"United States",2009,-0.1,-0.1,-0.1,-0.1,-0.1,0.9025107684708706,-0.1,-0.1
"United States of America",2009,0.3751201787385539,0.8685192691739353,0.7501823611047864,0.9162606111615187,-0.1,-0.1,0.6339850002884624,-0.1
"United States Virgin Islands",2009,0.8973741983864372,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Uruguay,2009,0.45354353671141284,-0.1,0.3991767926023775,0.9533608376566551,-0.1,0.7677291000979408,0.5614709844115208,-0.1
Uzbekistan,2009,-0.1,-0.1,-0.1,-0.1,-0.1,0.5975035214468134,-0.1,-0.1
Vanuatu,2009,-0.1,-0.1,-0.1,-0.1,-0.1,0.6611379883983026,0.4643856189774725,-0.1
"Venezuela (Bolivarian Republic of)",2009,0.9070870734228257,-0.1,-0.1,-0.1,-0.1,0.7847685253007917,0.6,-0.1
"Viet Nam",2009,0,-0.1,-0.1,-0.1,-0.1,0.5957226291698418,0.3169925001442312,-0.1
Yemen,2009,0.32311093488599274,-0.1,0,-0.1,-0.1,0.5976389601761675,0.7813781191217037,-0.1
Zambia,2009,0.41761482512662323,-0.1,-0.1,-0.1,-0.1,0.5902152166270268,-0.1,-0.1
Zimbabwe,2009,-0.1,-0.1,-0.1,-0.1,-0.1,0.5358864763509825,-0.1,-0.1
