Country,Years,Homicide,Burglary,Rape,Theft,Education,GDP,Unemployment,Migration
Mozambique,2011,0.24238018168771028,-0.1,-0.1,-0.1,0.9927536804888759,0.5186868316592337,-0.1,-0.1
Myanmar,2011,0.15292486830283214,-0.1,0,0.13103491374607001,0.9504036858896036,0.5807644329484544,-0.1,-0.1
Namibia,2011,0.5822392500377988,-0.1,-0.1,-0.1,0.9220600116596952,0.7138218768000631,-0.1,-0.1
Nauru,2011,-0.1,-0.1,-0.1,-0.1,-0.1,0.7497668936798016,0.913076848927645,-0.1
Nepal,2011,0.24238018168771028,-0.1,-0.1,-0.1,0.9490820933094323,0.5399880657922963,-0.1,-0.1
Netherlands,2011,0,1,0.5169298529844585,0.9896144496756389,0.37160922681241326,0.9016933211712174,0.4686790650623294,-0.1
"Netherlands Antilles [former. 1986 to 2010]",2011,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,0.6705281516444292,-0.1
"New Caledonia",2011,-0.1,-0.1,-0.1,-0.1,-0.1,0.880365257450848,-0.1,-0.1
"New Zealand",2011,-0.1,0.9601622154404974,0.7635680730424539,0.93810549527262,0.48982675176549684,0.8738233824313738,0.5217723196195461,-0.1
"New Zealand****",2011,0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Nicaragua,2011,0.5658892565592958,-0.1,-0.1,-0.1,0.9205261129257307,0.6150101026674463,-0.1,-0.1
Niger,2011,0.35508054811929585,-0.1,-0.1,-0.1,0.9989814943021958,0.4914826325102568,-0.1,-0.1
Nigeria,2011,-0.1,-0.1,-0.1,-0.1,0.9594072762588592,0.6488828593167615,0.20184908658209985,-0.1
Niue,2011,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Norway,2011,0.15292486830283214,0.7851153648015899,0.6939383590404257,0.9351855101300584,0,0.953873410166398,0.31992323303744613,-0.1
Oman,2011,0,-0.1,-0.1,-0.1,0.7545665065379703,0.8248158814279652,-0.1,-0.1
Pakistan,2011,0.45877460490849636,-0.1,-0.1,-0.1,0.9530197455070691,0.5884469643199308,0.5217723196195461,-0.1
Palau,2011,-0.1,-0.1,-0.1,-0.1,0.7818943838746145,0.7551381094973459,-0.1,-0.1
"Palestine. State of",2011,-0.1,-0.1,-0.1,-0.1,0.9044688133686284,-0.1,-0.1,-0.1
Panama,2011,0.671694563422677,0.5869607298099716,0.7480791883870117,0.7414739964692274,0.7818943838746145,0.7570402756464042,0.4036981731641997,-0.1
"Papua New Guinea",2011,-0.1,-0.1,-0.1,-0.1,0.9619036433837396,0.6500210797967376,-0.1,-0.1
Paraguay,2011,0.5080054164221279,-0.1,0.6725412443869524,0.7495282787733368,0.8976477537912246,0.686601067006888,0.5217723196195461,-0.1
Peru,2011,0.35508054811929585,-0.1,0.722636923163929,0.6377661904073177,0.8528516405519477,0.7172191829244872,0.4036981731641997,-0.1
Philippines,2011,-0.1,-0.1,0.3613184615819645,0.4883452443517503,0.9077901034421786,0.6435753744633903,0.5666620267290895,-0.1
Philippines*,2011,0.48476036337542056,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Poland,2011,0,0.7806377411316545,0.31122278280498794,0.7623838876232124,0.6843423385369587,0.7888123921402862,0.6705281516444292,-0.1
Portugal,2011,0,0.8258877377425261,0.31122278280498794,0.8155100073672672,0.7091785019416826,0.8323972611478411,0.7469303770589024,-0.1
"Puerto Rico",2011,-0.1,0.8131386843538573,0,0.7959450596246017,-0.1,0.8453111447937178,0.8073963463283994,-0.1
Qatar,2011,-0.1,-0.1,-0.1,-0.1,0.6677258310673322,0.9428743972580772,0,-0.1
"Republic of Korea",2011,0,0.7077018262566115,-0.1,0.7568638379360932,-0.1,0.8364728782978933,0.31992323303744613,-0.1
"Republic of Moldova",2011,0.42931438173496667,0.6674003910869019,0.43685640558202377,0.7049991488456696,-0.1,0.6169587188399087,0.5666620267290895,-0.1
Reunion,2011,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Romania,2011,-0.1,0.5853263932211367,0.31122278280498794,0.6511817902587598,0.7470765518260336,0.7559779345972488,0.5666620267290895,-0.1
Romania***,2011,0.15292486830283214,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
"Russian Federation",2011,0.5974607298070062,0.7178068985209615,0.24663822005799546,0.7855532325757654,0.7432184536248265,0.7916929577604462,0.5217723196195461,-0.1
