Country,Years,Homicide,Burglary,Rape,Theft,Education,GDP,Unemployment,Migration
"Syrian Arab Republic",2011,-0.1,-0.1,-0.1,-0.1,0.9556004518841564,0.654024588387198,-0.1,-0.1
"Taiwan Province of China",2011,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Tajikistan,2011,0.15292486830283214,0.2769748777754113,0,0.45921911133120974,0.9280752921274172,0.5577074719155253,-0.1,-0.1
"Tanzania (United Republic of)",2011,-0.1,-0.1,-0.1,-0.1,0.9581467478164156,-0.1,-0.1,-0.1
Thailand,2011,0.35508054811929585,0.29266319661056833,0.24663822005799546,0.5015068012561414,0.8528516405519477,0.7138069273702234,0,-0.1
"The former Yugoslav Republic of Macedonia",2011,0,0.8725826808431228,0.15561139140249397,0.6561522227168154,0.8415483793279194,0.7066434326396528,1,-0.1
Timor-Leste,2011,-0.1,-0.1,-0.1,-0.1,0.9339068709125622,0.7138667089042201,-0.1,-0.1
TimorLeste,2011,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Togo,2011,-0.1,-0.1,-0.1,-0.1,0.9762330652460536,0.5243266508821808,-0.1,-0.1
Tonga,2011,0.15292486830283214,-0.1,-0.1,-0.1,0.8813466375834886,0.6927232897997196,-0.1,-0.1
"Trinidad and Tobago",2011,0.7188141248621279,0.7666462192667222,0.60795668163996,0.6506731621167611,0.7971800889853953,0.8161185481134747,0.4686790650623294,-0.1
Tunisia,2011,-0.1,-0.1,-0.1,-0.1,0.8736296536801593,0.6920260814744013,0.8416955526569921,-0.1
Turkey,2011,0.3058497366056643,0.6553255228746466,-0.1,0.657603840454659,0.8140412721651974,0.767077529214626,0.6398464660748923,-0.1
Turkmenistan,2011,-0.1,-0.1,-0.1,-0.1,0.8993759951398651,0.7165421014420682,-0.1,-0.1
"Turks and Caicos Islands",2011,-0.1,-0.1,-0.1,-0.1,-0.1,0.8316007752690175,-0.1,-0.1
Tuvalu,2011,0.5080054164221279,-0.1,-0.1,-0.1,-0.1,0.6867255657019069,-0.1,-0.1
Uganda,2011,0.529033124682762,0.4176376732961305,0.15561139140249397,0.4941645993867726,0.9727502447203535,0.5348302760785268,-0.1,-0.1
Ukraine,2011,-0.1,-0.1,-0.1,-0.1,0.8461502734671293,0.6809068839574945,0.6055472597462995,-0.1
"United Arab Emirates",2011,0,-0.1,-0.1,-0.1,0.7137803960808927,0.8773271831689479,-0.1,-0.1
"United Kingdom",2011,-0.1,-0.1,-0.1,-0.1,0.5294795095449469,-0.1,-0.1,-0.1
"United Kingdom (England and Wales)",2011,-0.1,0.9048676839564891,0.7559571820586738,0.9396069505041408,-0.1,-0.1,-0.1,-0.1
"United Kingdom (Northern Ireland)",2011,-0.1,0.8564178077934472,0.7635680730424539,0.8596155417356305,-0.1,-0.1,-0.1,-0.1
"United Kingdom (Scotland)",2011,-0.1,0.8157879890365295,0.6939383590404257,0.9098770872301942,-0.1,-0.1,-0.1,-0.1
"United Kingdom of Great Britain and Northern Ireland",2011,0,-0.1,-0.1,-0.1,-0.1,0.8801849997316354,0.6055472597462995,-0.1
"United Republic of Tanzania",2011,0.48476036337542056,0.4696997995474198,0.5758305733409879,-0.1,-0.1,-0.1,0.31992323303744613,-0.1
"United Republic of Tanzania: Mainland",2011,-0.1,-0.1,-0.1,-0.1,-0.1,0.5463252468780501,-0.1,-0.1
"United Republic of Tanzania: Zanzibar",2011,-0.1,-0.1,-0.1,-0.1,-0.1,0.5366278243730337,-0.1,-0.1
"United States",2011,-0.1,-0.1,-0.1,-0.1,0.43972321460613517,0.8954714059482752,-0.1,-0.1
"United States of America",2011,0.35508054811929585,0.8723922637115182,0.7399146601739864,0.9047201293225681,-0.1,-0.1,0.6398464660748923,-0.1
"United States Virgin Islands",2011,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Uruguay,2011,0.39530504999054245,-0.1,0.43685640558202377,0.9501582612620221,0.7617737530329647,0.7915761313795379,0.5217723196195461,-0.1
Uzbekistan,2011,-0.1,-0.1,-0.1,-0.1,0.8887638559145544,0.612964016650866,-0.1,-0.1
Vanuatu,2011,-0.1,-0.1,-0.1,-0.1,0.9353373597411082,0.6702893509845299,-0.1,-0.1
"Venezuela (Bolivarian Republic of)",2011,0.8540796548990388,-0.1,-0.1,-0.1,0.8140412721651974,0.7687576348484209,0.6055472597462995,-0.1
"Viet Nam",2011,0.15292486830283214,-0.1,-0.1,-0.1,0.9061366786922106,0.6065583476622362,0.20184908658209985,-0.1
Yemen,2011,0.39530504999054245,-0.1,-0.1,-0.1,0.9785201508533661,0.5926199215300738,-0.1,-0.1
Zambia,2011,-0.1,-0.1,-0.1,-0.1,0.9423333569162553,0.6128122992959918,-0.1,-0.1
Zimbabwe,2011,-0.1,-0.1,-0.1,-0.1,0.9619036433837396,0.5502957079459463,0.4686790650623294,-0.1
